run,iteration,param_1,param_2,param_3,param_4,param_5,param_6,fitness,run_time_sec
1,1,1.0366154483489782,2.9862068263221424,4.001597546644872,0.066875837565473,1.075226579550931,9.073900167388814,212.13203435596427,17.91304588317871
2,1,1.0366154483489782,2.9862068263221424,4.001597546644872,0.066875837565473,1.075226579550931,9.073900167388814,212.13203435596427,17.593940019607544
