run,iteration,fitness,run_time_sec
1,1,12.63466669299185,
1,2,11.131701595477958,
1,3,16.695565724498234,
1,4,23.84018200247219,
1,5,16.781016848918114,
1,6,14.250783806361198,
1,7,11.300303764548756,
1,8,16.261778016053768,
1,9,24.751712144005467,
1,10,15.315510814112034,
1,11,13.344751168057693,
1,12,16.469567857394335,
1,13,11.202470470195921,
1,14,13.133300751542146,
1,15,14.035102102192829,
1,16,13.850285838441906,
1,17,11.558835433908449,
1,18,11.976393992414897,
1,19,14.041554588802242,
1,20,12.132356910803304,
1,21,25.107421464233443,
1,22,12.533481806945687,
1,23,13.459349642533486,
1,24,12.413731069327145,
1,25,20.94329485747528,
1,26,14.05829851942152,
1,27,26.006264086272708,
1,28,12.29835720175488,
1,29,10.911280933076958,
1,30,13.25918232043973,
1,31,11.767818876998017,
1,32,11.523166990754142,
1,33,11.518356209002324,
1,34,12.893353354713188,
1,35,11.777519630786516,
1,36,15.085405220130038,
1,37,16.14485629662737,
1,38,14.167565230559545,
1,39,13.742501080811147,
1,40,11.837322538204191,
1,41,10.518576276684792,
1,42,12.007239385453058,
1,43,11.29268008574827,
1,44,11.998210766570374,
1,45,15.156870518755955,
1,46,11.239062523250007,
1,47,10.924247389790441,
1,48,12.613696562983641,
1,49,10.365154693187879,
1,50,14.413143251549474,
1,51,11.924093441650667,
1,52,13.327887027486208,
1,53,9.256151586906126,
1,54,14.321596205981324,
1,55,11.871414541748651,
1,56,11.874811323189434,
1,57,13.500139920016395,
1,58,11.825745821834873,
1,59,13.71355674666957,
1,60,13.221859626021477,
1,61,15.284129737261068,
1,62,10.828423087962378,
1,63,11.944152281897084,
1,64,12.78339252013988,
1,65,11.787433377321856,
1,66,14.114593385475311,
1,67,10.574791629056865,
1,68,25.138275052637322,
1,69,11.087962042439761,
1,70,12.22983699258245,
1,71,12.072218965778777,
1,72,15.942888686132006,
1,73,12.408266914982118,
1,74,9.540938675702172,
1,75,11.548795823028737,
1,76,10.85425318841097,
1,77,13.754360527718518,
1,78,9.10845947498329,
1,79,10.444673844762468,
1,80,11.577946307306437,
1,81,10.011676790208876,
1,82,15.820093041188144,
1,83,12.26735362975302,
1,84,12.91956578123316,
1,85,9.982183933726846,
1,86,11.854451869242041,
1,87,8.599100067763917,
1,88,11.920932958106093,
1,89,14.207134992215014,
1,90,9.925908541288944,
1,91,9.864740774661724,
1,92,11.751206790579491,
1,93,11.692696631647179,
1,94,11.08625095529186,
1,95,13.044675789693908,
1,96,16.030222880092023,
1,97,11.604879636752953,
1,98,11.864672923522706,
1,99,25.12759622687949,
1,100,14.991636274478132,243.45157837867737
2,1,12.63466669299185,
2,2,11.131701595477958,
2,3,16.695565724498234,
2,4,23.84018200247219,
2,5,16.781016848918114,
2,6,14.250783806361198,
2,7,11.300303764548756,
2,8,16.261778016053768,
2,9,24.751712144005467,
2,10,15.315510814112034,
2,11,13.344751168057693,
2,12,16.469567857394335,
2,13,11.202470470195921,
2,14,13.133300751542146,
2,15,14.035102102192829,
2,16,13.850285838441906,
2,17,11.558835433908449,
2,18,11.976393992414897,
2,19,14.041554588802242,
2,20,12.132356910803304,
2,21,25.107421464233443,
2,22,12.533481806945687,
2,23,13.459349642533486,
2,24,12.413731069327145,
2,25,20.94329485747528,
2,26,14.05829851942152,
2,27,26.006264086272708,
2,28,12.29835720175488,
2,29,10.911280933076958,
2,30,13.25918232043973,
2,31,11.767818876998017,
2,32,11.523166990754142,
2,33,11.518356209002324,
2,34,12.893353354713188,
2,35,11.777519630786516,
2,36,15.085405220130038,
2,37,16.14485629662737,
2,38,14.167565230559545,
2,39,13.742501080811147,
2,40,11.837322538204191,
2,41,10.518576276684792,
2,42,12.007239385453058,
2,43,11.29268008574827,
2,44,11.998210766570374,
2,45,15.156870518755955,
2,46,11.239062523250007,
2,47,10.924247389790441,
2,48,12.613696562983641,
2,49,10.365154693187879,
2,50,14.413143251549474,
2,51,11.924093441650667,
2,52,13.327887027486208,
2,53,9.256151586906126,
2,54,14.321596205981324,
2,55,11.871414541748651,
2,56,11.874811323189434,
2,57,13.500139920016395,
2,58,11.825745821834873,
2,59,13.71355674666957,
2,60,13.221859626021477,
2,61,15.284129737261068,
2,62,10.828423087962378,
2,63,11.944152281897084,
2,64,12.78339252013988,
2,65,11.787433377321856,
2,66,14.114593385475311,
2,67,10.574791629056865,
2,68,25.138275052637322,
2,69,11.087962042439761,
2,70,12.22983699258245,
2,71,12.072218965778777,
2,72,15.942888686132006,
2,73,12.408266914982118,
2,74,9.540938675702172,
2,75,11.548795823028737,
2,76,10.85425318841097,
2,77,13.754360527718518,
2,78,9.10845947498329,
2,79,10.444673844762468,
2,80,11.577946307306437,
2,81,10.011676790208876,
2,82,15.820093041188144,
2,83,12.26735362975302,
2,84,12.91956578123316,
2,85,9.982183933726846,
2,86,11.854451869242041,
2,87,8.599100067763917,
2,88,11.920932958106093,
2,89,14.207134992215014,
2,90,9.925908541288944,
2,91,9.864740774661724,
2,92,11.751206790579491,
2,93,11.692696631647179,
2,94,11.08625095529186,
2,95,13.044675789693908,
2,96,16.030222880092023,
2,97,11.604879636752953,
2,98,11.864672923522706,
2,99,25.12759622687949,
2,100,14.991636274478132,287.1580810546875
